bugID,sd,clean_text,co
552361,PopupMenuExtender does not handle multiple MenuManager instances correctly,popupmenuextender does not handle multiple menumanager instances correctly,UI
552870,[ecore] Make EcoreEnvironment::findPackage robust,ecore make ecoreenvironmentfindpackage robust,Core
555298,Build job errors,build job errors,Releng
550617,Utility to restore preference values in tests,utility to restore preference values in tests,UI
548191,[GTK] Add color constant for disabled background and foreground colors,gtk add color constant for disabled background and foreground colors,SWT
552822,[Win32][Cocoa] Cursor to click 'x' to clear search text should be mouse arrow and not a caret,wincocoa cursor to click x to clear search text should be mouse arrow and not a caret,SWT
554089,getParent method was returning the melodymodeller instead of the aird,getparent method was returning the melodymodeller instead of the aird,Core
553302,Folders on Project Explorer are sometimes displayed twice (refresh problem),folders on project explorer are sometimes displayed twice refresh problem,UI
549046,[macOS] Comboxes: inconsistent colors of the popup,macos comboxes inconsistent colors of the popup,SWT
551257,Eclipse 4.13 (2019-09) checksum mismatch (SHA-512),eclipse   checksum mismatch sha,Releng
552867,"""<name> cannot be resolved or is not a field"" when ""Extract to local variable"" applied to field ref",name cannot be resolved or is not a field when extract to local variable applied to field ref,Core
553997,Progress Monitoring > Set Progress... does not propagate progress statuses on Constraints and Diagrams.,progress monitoring  set progress does not propagate progress statuses on constraints and diagrams,Core
549084,org.eclipse.emf.common.util.URI may fail under OpenJ9 11+,orgeclipseemfcommonutiluri may fail under openj,Core
555321,Official capella 1.2.1 download does not include capella source code,official capella  download does not include capella source code,Releng
548979,[13][ast rewrite] AST Rewrite Support for JEP 354 Switch Expressions,ast rewrite ast rewrite support for jep  switch expressions,Core
549919,PDE Smart import does not detect bundles without .project file,pde smart import does not detect bundles without project file,UI
550347,Provide Platform.getLog(.class) method,provide platformgetlogclass method,UI
554672,Display Property values on diagrams,display property values on diagrams,Diagram
548906,Use new API for AST for preview,use new api for ast for preview,UI
547908,Update Comparator repo and eclipse run repo to 4.13-I-builds repo,update comparator repo and eclipse run repo to ibuilds repo,Releng
549779,Eclipse uses much more memory than Xmx is configured,eclipse uses much more memory than xmx is configured,SWT
553157,[14] Records - Content Assist,records  content assist,Core
554622,"Wrong tooltip of ""Component Port Allocation"" tool",wrong tooltip of component port allocation tool,Diagram
551755,Linux View toolbar size  and layout problem,linux view toolbar size  and layout problem,UI
548608,[qvtr] Allow empty property/member lists in patterns,qvtr allow empty propertymember lists in patterns,Core
547474,"While working in assignment context, the methods that return void should be lower in relevance",while working in assignment context the methods that return void should be lower in relevance,Core
555588,Provide better feedback in Capella Model Explorer for Invalid representation,provide better feedback in capella model explorer for invalid representation,UI
550916,Enable WebKitGTK back/forward gesture,enable webkitgtk backforward gesture,SWT
548643,generate javax.inject import in PDE templates,generate javaxinject import in pde templates,UI
551538,"Shorter text for ""Could not launch""",shorter text for could not launch,UI
547738,Avoid potential NPEs,avoid potential npes,Diagram
548150,[SequenceDiagram] Expection during the redo of an Asynch Message creation,sequencediagram expection during the redo of an asynch message creation,Diagram
552719,[14] Making Switch Expressions available as Standard feature in DOM AST,making switch expressions available as standard feature in dom ast,Core
550260,"API Analysis steps in Tycho build should use I-Build as runner, and latest release as baseline",api analysis steps in tycho build should use ibuild as runner and latest release as baseline,Releng
555296,Update Capella version to 1.0.2,update capella version to,Releng
551549,Make Automatic-Module-Name as bold in manifest editor,make automaticmodulename as bold in manifest editor,UI
554238,[Migration] Extension point schemas for contributions are not packaged,migration extension point schemas for contributions are not packaged,Core
555249,"[Build] Remove ""nosrc"" archives",build remove nosrc archives,Releng
551567,UI freeze of 20s while opening a big C/C++ project,ui freeze of s while opening a big cc project,UI
554683,FunctionalChain internal arrow to a port without exchanges must not be displayed,functionalchain internal arrow to a port without exchanges must not be displayed,Diagram
555536,Capella migration menu is shown in invalid contexts,capella migration menu is shown in invalid contexts,UI
548620,[GTK3] Table text overflows from view into text editor,gtk table text overflows from view into text editor,SWT
547004,"Run class fails ""Selection does not contain a main type"" for simple class that has main method",run class fails selection does not contain a main type for simple class that has main method,Core
552585,Contribute Eclipse and Equinox to Simrel for 4.14 M2,contribute eclipse and equinox to simrel for  m,Releng
554644,Diagram's GraphicalEditPart's location is inconsistent from 1 computer to the next,diagrams graphicaleditparts location is inconsistent from  computer to the next,Diagram
555263,[Addons] Update for delivery / XHTMLDocGen 0.8.2 / XMLPivot 0.8.1 / SubsystemTransition 0.8.1,addons update for delivery  xhtmldocgen   xmlpivot   subsystemtransition,Releng
554394,Functional chain/Scenarios describing capabilities and better Capability validation and related involvements,functional chainscenarios describing capabilities and better capability validation and related involvements,Core
552478,[ClassDiagram] InformationFlow ends are increasing when moving the relation ends in a diagram,classdiagram informationflow ends are increasing when moving the relation ends in a diagram,Diagram
554755,Remove the capability to create diagram CRR because refinement capa is removed from 1.4,remove the capability to create diagram crr because refinement capa is removed from,Diagram
551820,Update version to 1.10.0,update version to,Core
556265,Traceability export (xls or csv) does not mention model element qualified name,traceability export xls or csv does not mention model element qualified name,Core
553057,Device.getScreenDPI() only considers the primary monitor in multi-monitor environments,devicegetscreendpi only considers the primary monitor in multimonitor environments,SWT
554572,OEBD diagram drag and drop display issue,oebd diagram drag and drop display issue,Diagram
552977,Report GMF fix concerning Fonts broken on Export to Image and Printing of bug 312723 in class copied in Sirius,report gmf fix concerning fonts broken on export to image and printing of bug  in class copied in sirius,Diagram
555533,intermodel.preventDependencyViolation.allowed preference should be set by default,intermodelpreventdependencyviolationallowed preference should be set by default,UI
549644,[GTK3] Shell dispose slowdown,gtk shell dispose slowdown,SWT
554306,Eclipse hangs when popup menu is opened in Capella Project Explorer,eclipse hangs when popup menu is opened in capella project explorer,Core
548865,"Compiler reports non- error ""InitialContext cannot be resolved""",compiler reports non error initialcontext cannot be resolved,Core
550765,Need a new temporary splash screen for 4.14,need a new temporary splash screen for,Releng
549910,[13] Preview errors not to be shown when compiling in non-preview mode,preview errors not to be shown when compiling in nonpreview mode,Core
554663,Migration to AQL - partition uncovered BooleanExpr,migration to aql  partition uncovered booleanexpr,Diagram
555244,Remove JAXB dependency,remove jaxb dependency,Releng
547901,Prep work for 4.13 and open master for development,prep work for  and open master for development,Releng
554639,"[Regression] Closing session after an ""Initializing from existing diagram"" action could lead to ConcurrentModificationException",regression closing session after an initializing from existing diagram action could lead to concurrentmodificationexception,Diagram
551604,Replace view menu icon,replace view menu icon,UI
551496,"[14] Remove JCP disclaimers from code, UI and marketplace",remove jcp disclaimers from code ui and marketplace,Core
553820,Add preferences for Jump links properties,add preferences for jump links properties,Diagram
551311,Publish tests results using Java 13 and drop testing with java12,publish tests results using java  and drop testing with java,Releng
554598,Label and background color are not as expected,label and background color are not as expected,Diagram
548580,NPE in at org.eclipse.tm4e.ui.internal.menus.ThemeContribution.getContributionItems(ThemeContribution.java:59),npe in at orgeclipsetmeuiinternalmenusthemecontributiongetcontributionitemsthemecontributionjava,UI
548564,Umbrella Bug to record infrastructure issues during 4.13,umbrella bug to record infrastructure issues during,Releng
549065,[GTK] Widget.fixMnemonic() adds a mnemonic underline for table/tree with a parenthesis in a column header,gtk widgetfixmnemonic adds a mnemonic underline for tabletree with a parenthesis in a column header,SWT
550767,POM and product version change for 4.14 release,pom and product version change for  release,Releng
551638,Remove all p2.inf files that try to simulate the Provide-Capability manifest header (Eclipse Platform UI),remove all pinf files that try to simulate the providecapability manifest header eclipse platform ui,UI
553624,Can't build platform locally,cant build platform locally,Releng
553745,Hide 4.15 builds from the download page,hide  builds from the download page,Releng
551618,SWT_AWT Unsatisfield Link Error on Linux and Error on MacOSX,swt_awt unsatisfield link error on linux and error on macosx,SWT
554376,Add Viatra surrogate queries for Capella M2 derived features,add viatra surrogate queries for capella m derived features,Core
552502,testJarSign fails in I20191027-1800,testjarsign fails in i,Releng
548233,[Headless] workspace is not stored on exit,headless workspace is not stored on exit,Core
554392,Some preferences are not set until a new project is created,some preferences are not set until a new project is created,Core
550723,Build failure in I20190903-1800,build failure in i,Releng
549592,Tests of a modular project have access to the classpath,tests of a modular project have access to the classpath,Core
548239,[Headless] error not printed when file cannot be found,headless error not printed when file cannot be found,Core
554691,Improve cross referencer updates by eGetting only covered features,improve cross referencer updates by egetting only covered features,Diagram
554632,Migration of Diagram Annotation does not work any more,migration of diagram annotation does not work any more,Diagram
552851,Report GMF fix concerning Fonts broken on Export to Image and Printing of bug 312723 in class copied in Sirius,report gmf fix concerning fonts broken on export to image and printing of bug  in class copied in sirius,Diagram
551919,Initial workspace selector window too small,initial workspace selector window too small,SWT
554736,Add Composite FC and Sequencing to OA level,add composite fc and sequencing to oa level,Diagram
548543,[pivot] Need distinct per-TypedModel ResourceSet/CompleteModel,pivot need distinct pertypedmodel resourcesetcompletemodel,Core
548813,"MergeTool with stage 2 as input should fall back to ""working tree"" after saved edits",mergetool with stage  as input should fall back to working tree after saved edits,UI
550897,Allow to create a folder as top-level element in Eclipse,allow to create a folder as toplevel element in eclipse,UI
552980,[Win32] org.eclipse.swt.SWTError: No more handles seen with TaskBar#createHandle() on Windows servercore,win orgeclipseswtswterror no more handles seen with taskbarcreatehandle on windows servercore,SWT
550322,[GTK] Intermittent test failure isFocusControl,gtk intermittent test failure isfocuscontrol,SWT
547713,[13] Running Y build with Java 13 compiler for test results,running y build with java  compiler for test results,Releng
553238,Unanticipated comparator errors in I20191119-1800,unanticipated comparator errors in i,Releng
553350,Eclipse 4.14 RC1 prerequisites: Orbit,eclipse  rc prerequisites orbit,Releng
550259,Update IDE e4 command templates to remove menu / command / handers if the plug-in is not present,update ide e command templates to remove menu  command  handers if the plugin is not present,UI
555314,[Releng] Capella EGF patterns 's update site is not built anymore,releng capella egf patterns s update site is not built anymore,Releng
547806,ECJ cannot compile class extending an interface with a complex self-type generic type parameter,ecj cannot compile class extending an interface with a complex selftype generic type parameter,Core
547316,[Mac]Support dynamic switching of dark/light theme,macsupport dynamic switching of darklight theme,SWT
548970,"Standard way (interface, annotation...) to declare some class or methods needs to run in UI Thread.",standard way interface annotation to declare some class or methods needs to run in ui thread,SWT
554510,State / Activity matrix pb,state  activity matrix pb,Diagram
552377,[pull up] Pull Up a generic method in a superclass implementation stubs in other subclasses without type parameter,pull up pull up a generic method in a superclass implementation stubs in other subclasses without type parameter,UI
548539,Platform UI Oomph P2 configuration and platformUiTools.p2f,platform ui oomph p configuration and platformuitoolspf,UI
554277,[AFM] Modeling project can not be opened any more,afm modeling project can not be opened any more,Core
547987,[ELK] algorithm selection is not applied to containers,elk algorithm selection is not applied to containers,Diagram
553757,Migrate I-builds to new infra,migrate ibuilds to new infra,Releng
554537,Allow specifier to choose the selected elements after a tool execution,allow specifier to choose the selected elements after a tool execution,Diagram
553988,Capella executable for Mac OS X platform miss the x bit,capella executable for mac os x platform miss the x bit,Core
554667,Migration to AQL - partition MTL,migration to aql  partition mtl,Diagram
547775,Enable API Freeze Report for 4.12,enable api freeze report for,Releng
549848,Deprecated AbstractUIPlugin.getWorkbench in favor of PlatformUI.getWorkbench,deprecated abstractuiplugingetworkbench in favor of platformuigetworkbench,UI
553614,Eclipse 4.14 RC2 prerequisites: EMF,eclipse  rc prerequisites emf,Releng
552605,SWT Project settings for all versioning issues should be error,swt project settings for all versioning issues should be error,SWT
547456,[qvts] Trace non-variable operation calls,qvts trace nonvariable operation calls,Core
554756,[Regression] Cannot create a Sequence Message in IS diagram,regression cannot create a sequence message in is diagram,Diagram
550671,Refine JavaDoc for Dialog.shortenText,refine javadoc for dialogshortentext,UI
548290,Remove swt tools check 32/64 functionality,remove swt tools check  functionality,SWT
549056,Update e4 template to include org.eclipse.e4.ui.dialogs,update e template to include orgeclipseeuidialogs,UI
553741,Create 4.15-I-builds repo,create ibuilds repo,Releng
547475,[Win32] Remove redundant COM interface vtables,win remove redundant com interface vtables,SWT
555268,Update build capella for addons to #173,update build capella for addons to,Releng
554603,"Application of ""Fix filters on All Representations"" action on a model with State Machine and Capability Function Matrix table",application of fix filters on all representations action on a model with state machine and capability function matrix table,Diagram
550062,Use ArrayDeque rather than Stack,use arraydeque rather than stack,UI
551156,The eclipse-sdk-prereqs.target should use the fixed version of SUA 2.0,the eclipsesdkprereqstarget should use the fixed version of sua,Releng
553559,illegalargumentexception on stdout or stderr,illegalargumentexception on stdout or stderr,Core
553878,[Internationalization] - Invalid internationalization preference model URI,internationalization  invalid internationalization preference model uri,Core
553179,Performance result graphs are not generated,performance result graphs are not generated,Releng
549588,[Mac] COLOR_WIDGET_DISABLED_FOREGROUND doesn't work correctly on 10.14,mac color_widget_disabled_foreground doesnt work correctly on,SWT
551193,Error/Warning - Local variable declaration hides another field or variable: exclude static fields,errorwarning  local variable declaration hides another field or variable exclude static fields,Core
552410,[Copy/Paste] If a stereotype has composite association the copy paste of stereotyped element does not works correctly,copypaste if a stereotype has composite association the copy paste of stereotyped element does not works correctly,Core
554294,Fix queries EPBS.allocatedPhysicalArchitecture and PA.allocatedLogicalArchitecture,fix queries epbsallocatedphysicalarchitecture and paallocatedlogicalarchitecture,Core
553289,JGit CorruptObjectException when loading history,jgit corruptobjectexception when loading history,UI
547890,Publish Eclipse 4.12 to maven central,publish eclipse  to maven central,Releng
553392,Regression: org.eclipse.xtext.sdk no longer provides org.eclipse.emf.mwe.core,regression orgeclipsextextsdk no longer provides orgeclipseemfmwecore,Releng
550513,StagingView: catch RuntimeExceptions during commit,stagingview catch runtimeexceptions during commit,UI
555546,Information view messages order not predictable,information view messages order not predictable,UI
551764,[MinMax] it should be possible to disable the Listener on a part stack,minmax it should be possible to disable the listener on a part stack,UI
554640,[Regression] Exception while deleting a Diagram in capella explorer,regression exception while deleting a diagram in capella explorer,Diagram
551749,[Tools] Application model editor doesn’t allow to create CompositePart inside snippets in Application.xmi,tools application model editor doesnt allow to create compositepart inside snippets in applicationxmi,UI
553147,[14] Pattern instanceof - Search,pattern instanceof  search,Core
548289,DragAndDrop of container with many border nodes is too long.,draganddrop of container with many border nodes is too long,Diagram
555271,Update to sirius 3.1.0-S20150828-102814,update to sirius s,Releng
550995,Enable API check for new bundles introduced in 4.13,enable api check for new bundles introduced in,Releng
550073,Diagram validation does not validate all visible elements,diagram validation does not validate all visible elements,Diagram
555262,Improve emf generation templates,improve emf generation templates,Releng
552818,[Dark theme] Remove or move ScriptDisplayView from platform dark theme,dark theme remove or move scriptdisplayview from platform dark theme,UI
547017,UI hangs on right click,ui hangs on right click,UI
554321,Spaces in fragmented file URIs are displayed as %20,spaces in fragmented file uris are displayed as,Core
552023,Project explorer should allow resource renaming within java source folders,project explorer should allow resource renaming within java source folders,UI
555490,Menu Transition not visible when right click on [ES] diagram but visible in MA explorer,menu transition not visible when right click on es diagram but visible in ma explorer,UI
547263,[qvtr2qvts] Optimize equality predicate,qvtrqvts optimize equality predicate,Core
550087,UI freezes when opening/modifying/closing any Servlet or ServletContextListener,ui freezes when openingmodifyingclosing any servlet or servletcontextlistener,UI
551946,Remote host identification changed after using egit nightly with apache http,remote host identification changed after using egit nightly with apache http,Core
554745,Diagram Copy Paste does not take into account the validity of the paste location,diagram copy paste does not take into account the validity of the paste location,Diagram
554513,Inserting parent OA in OAB diagram displays all inner interactions,inserting parent oa in oab diagram displays all inner interactions,Diagram
549055,console: \u0020 after \uXXE2 displayed as thin space,console u after uxxe displayed as thin space,SWT
549455,Generate a Class type entry to constant pool for inlined constants,generate a class type entry to constant pool for inlined constants,Core
550911,Use same spacing in dark theme as in the light theme,use same spacing in dark theme as in the light theme,UI
551856,[test] distinguish methods AbstractJavaModelTests.assertMarkers(..),test distinguish methods abstractjavamodeltestsassertmarkers,Core
555617,Multiple selection for open diagram on semantic browser,multiple selection for open diagram on semantic browser,UI
548385,Activate the UI freeze monitor in our product configuration for the SDK,activate the ui freeze monitor in our product configuration for the sdk,Releng
554414,"[RichText] In collaborative environment, user can accidentally override what's modified by others",richtext in collaborative environment user can accidentally override whats modified by others,Core
548996,Checkout branch empty after fetching a new remote branch and switching to it,checkout branch empty after fetching a new remote branch and switching to it,UI
554526,Cancel Cagegory creation raises null pointer exception,cancel cagegory creation raises null pointer exception,Diagram
552905,"Shorter text for ""Are you sure you want to delete ...""",shorter text for are you sure you want to delete,UI
549674,Moving CU will remove the import for the inner class from the destination package mistakenly,moving cu will remove the import for the inner class from the destination package mistakenly,UI
550962,Align PDE feature version with Platform SDK,align pde feature version with platform sdk,UI
550353,Disable UI monitoring in dev mode,disable ui monitoring in dev mode,UI
549004,Autosize action does not work when used from a custom tabbar,autosize action does not work when used from a custom tabbar,Diagram
554545,[DIAGRAM] Two issues on diagram (small icon & new diagram name)),diagram two issues on diagram small icon  new diagram name,Diagram
554147,"Set ""Import Organizing"" to true in .genmodel files",set import organizing to true in genmodel files,Core
547993,[runtime] Fully load all models once,runtime fully load all models once,Core
547304,[cleanup] Fix space/tab indentation mess and wrong line delimiters in platform,cleanup fix spacetab indentation mess and wrong line delimiters in platform,SWT
552863,[GTK3] AllBrowserTests crash on Fedora 31,gtk allbrowsertests crash on fedora,SWT
548874,Tree/Table cell editors are not visible in Ubuntu 16.04,treetable cell editors are not visible in ubuntu,SWT
548430,[Cocoa] NullPointerException in Image.internal_new_GC (4.12.0RC2),cocoa nullpointerexception in imageinternal_new_gc rc,SWT
554564,Display Parent function on Parent Component with child allocating child Functions,display parent function on parent component with child allocating child functions,Diagram
547383,Semantic Resources are not removed from aird model when file is deleted,semantic resources are not removed from aird model when file is deleted,Diagram
550042,[Quicksearch] Ignored file extensions must be checked case insensitive,quicksearch ignored file extensions must be checked case insensitive,UI
548214,Maintain the pipeline scripts in a git repository,maintain the pipeline scripts in a git repository,Releng
547247,[qvts] Fix head node groups,qvts fix head node groups,Core
553739,Configure SWT build scripts for 4.15,configure swt build scripts for,Releng
548721,Replace some StringBuffer by StringBuilder,replace some stringbuffer by stringbuilder,SWT
552009,NegativeArraySizeException parsing huge heap dump,negativearraysizeexception parsing huge heap dump,Core
549205,Deploy ecj compiler from 4.13 M1 and use it for 4.13 M2 build,deploy ecj compiler from  m and use it for  m build,Releng
554530,Hide Function connected with a category redisplays the functional exchange. Bug detected by JUnit tests,hide function connected with a category redisplays the functional exchange bug detected by junit tests,Diagram
553793,Declare 4.14 RC2,declare  rc,Releng
554629,"Change icons for Actor Functions in every place (Project Explorer, Property Views, ...)",change icons for actor functions in every place project explorer property views,Diagram
552916,[Dark theme] Remove workaround for Bug 419482 from Mac css,dark theme remove workaround for bug  from mac css,UI
552238,[Dark Theme] Title Bar of eclipse and popups should be dark in dark theme,dark theme title bar of eclipse and popups should be dark in dark theme,SWT
548416,[13] [test][dom ast rewrite] Fix test failures in Java 13,testdom ast rewrite fix test failures in java,Core
547194,[Cocoa] Remove unused JNI functions and constants,cocoa remove unused jni functions and constants,SWT
555265,Integrated new version of Diffmerge Patterns build on Sirius 3.1.0,integrated new version of diffmerge patterns build on sirius,Releng
553218,Enabel webkit developer-extras,enabel webkit developerextras,SWT
554724,Add a cache for faster category tools refreshes,add a cache for faster category tools refreshes,Diagram
547920,Update product version number to 4.13 across build scripts,update product version number to  across build scripts,Releng
550080,"The ""ฏู"" character is truncated vertically in a Label on Mac OS",the ฏ character is truncated vertically in a label on mac os,SWT
552929,[Dark theme] Remove additional Shell styling,dark theme remove additional shell styling,UI
554592,Show in Capella Explorer doesn't work on diagram,show in capella explorer doesnt work on diagram,Diagram
554096,Replace Acceleo expression by Java service for Hide Allocated Interactions filter,replace acceleo expression by java service for hide allocated interactions filter,Core
554464,Double migration of functional chains lead to invalid chains,double migration of functional chains lead to invalid chains,Core
550372,Replace Activator log calls in org.eclipse.ui.internal.monitoring.MonitoringPlugin with standard log calls,replace activator log calls in orgeclipseuiinternalmonitoringmonitoringplugin with standard log calls,UI
548378,[Mac]Replace deprecated method used FileDialog,macreplace deprecated method used filedialog,SWT
554759,Insert/Remove Component/Actor does not work in multipart mode,insertremove componentactor does not work in multipart mode,Diagram
547055,Maven jar compiler plugin doesn't work!,maven jar compiler plugin doesnt work,Core
555553,Nebula Richtext integration in Capella,nebula richtext integration in capella,UI
554492,Capella isn't able to work with MacOs Catalina,capella isnt able to work with macos catalina,Core
547937,[Snippets] Update OpenGL Snippets for current library version,snippets update opengl snippets for current library version,SWT
549751,[qvti] Evolve load mapping to an entry point,qvti evolve load mapping to an entry point,Core
548346,2019-06 IDE composite site uses http not https for children,ide composite site uses http not https for children,Releng
553393,Investigate SWT bundles in 4.14 M3,investigate swt bundles in  m,SWT
549554,No default proposals,no default proposals,UI
547634,[win32] Add CFSTR_SHELLIDLIST transfer type to FileTransfer to support drop on taskbar,win add cfstr_shellidlist transfer type to filetransfer to support drop on taskbar,SWT
548230,linux hangs on: org.eclipse.swt.internal.gtk.OS._g_main_context_iteration,linux hangs on orgeclipseswtinternalgtkos_g_main_context_iteration,SWT
553775,"Provide a new type of jump links named ""Tunnel""",provide a new type of jump links named tunnel,Diagram
549927,"The ""diagram is locked by other"" figure should have a tooltip to indicate who owns the lock.",the diagram is locked by other figure should have a tooltip to indicate who owns the lock,Diagram
552619,Deploy ecj compiler from I20191101-0300 and use it for 4.14 build,deploy ecj compiler from i and use it for  build,Releng
548505,[cleanup][mass change] Use addAll instead of looping through a collection,cleanupmass change use addall instead of looping through a collection,Core
553159,[14] Pattern instanceof - Java Model Changes,pattern instanceof  java model changes,Core
553091,"Avoid UI freeze reports with ""An exception stack trace is not available""",avoid ui freeze reports with an exception stack trace is not available,UI
549913,"[win32][extract method] Extract ""readRegistryDword"" method from Display to OS",winextract method extract readregistrydword method from display to os,SWT
549330,[13] Merge 4.13 M1 to BETA_JAVA13,merge  m to beta_java,Core
547686,[Win32] Calling pack() for SWT_AWT embedded frame works wrong in HiDPI mode with fractional scaling ratio,win calling pack for swt_awt embedded frame works wrong in hidpi mode with fractional scaling ratio,SWT
550761,Prep work for 4.14 and open master for development,prep work for  and open master for development,Releng
551679,Executable flag vanishes when using staging views diff view,executable flag vanishes when using staging views diff view,Core
555243,[Build] Configure hudson jobs,build configure hudson jobs,Releng
